Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD - ABM Male,G11 ACAD - ABM Female,G11 ACAD - HUMSS Male,G11 ACAD - HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD - ABM Male,G12 ACAD - ABM Female,G12 ACAD - HUMSS Male,G12 ACAD - HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
Region IV-A,Binan City,Binan,108231,SORO-SORO ELEMENTARY SCHOOL,PRK.  4,LAGUNA,CITY OF BIÑAN,1st District,SORO-SORO,Public,DepED Managed,School with no Annexes,Purely ES,48,44,59,44,51,65,56,57,63,49,53,54,63,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,108232,TIMBAO ELEMENTARY SCHOOL,PRK.  2,LAGUNA,CITY OF BIÑAN,1st District,TIMBAO,Public,DepED Managed,Mother school,Purely ES,86,76,63,88,77,63,83,70,70,71,76,73,81,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,108233,TUBIGAN ELEMENTARY SCHOOL,"PRK.  3, BRGY. TUBIGAN",LAGUNA,CITY OF BIÑAN,1st District,TUBIGAN,Public,DepED Managed,School with no Annexes,Purely ES,42,23,27,35,33,39,35,28,35,23,37,29,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,164511,DR. JOSE TAMAYO MES,UNKNOWN,LAGUNA,CITY OF BIÑAN,1st District,SANTO NINO,Public,DepED Managed,School with no Annexes,Purely ES,81,96,87,87,73,67,78,87,77,69,76,71,96,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,164512,ZAPOTE ELEMENTARY SCHOOL,"BRGY. ZAPOTE, BINAN CITY, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,ZAPOTE,Public,DepED Managed,School with no Annexes,Purely ES,77,47,33,49,56,64,50,51,58,41,64,55,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,164513,MALABAN EAST ELEMENTARY SCHOOL,"ZONE 1 ILAYA MALABAN, BIÑAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,MALABAN,Public,DepED Managed,School with no Annexes,Purely ES,112,110,132,102,122,104,105,108,82,91,114,94,90,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,164526,SOUTHVILLE 5A ELEMENTARY SCHOOL - LANGKIWA,"SOUTHVILLE 5A, LANGKIWA",LAGUNA,CITY OF BIÑAN,1st District,LANGKIWA,Public,DepED Managed,Annex or Extension school(s),Purely ES,318,310,332,351,378,339,308,343,299,298,359,358,298,337,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,164527,SOUTHVILLE 5 ELEMENTARY SCHOOL (TIMBAO ANNEX),SOUTHVILLE 5,LAGUNA,CITY OF BIÑAN,1st District,TIMBAO,Public,DepED Managed,Annex or Extension school(s),Purely ES,60,54,76,68,75,67,70,61,66,63,81,71,93,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,301230,BIÑAN INTEGRATED NATIONAL HIGH SCHOOL,STO. DOMINGO,LAGUNA,CITY OF BIÑAN,1st District,SANTO DOMINGO,Public,DepED Managed,Mother school,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,415,344,382,514,467,455,509,16,11,182,250,204,252,166,228,0,0,0,0,80,24,0,0,0,0,164,262,186,197,113,170,0,0,0,0,69,20,0,0,0,0
Region IV-A,Binan City,Binan,301254,NEREO R. JOAQUIN NATIONAL HIGH SCHOOL,ST. ROSE VILLAGE II,LAGUNA,CITY OF BIÑAN,1st District,CASILE,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,136,125,111,188,158,149,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,305900,BIÑAN CITY SCIENCE AND TECHNOLOGY HIGH SCHOOL,SILMER VILLAGE,LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,51,67,71,57,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,306240,BIÑAN CITY SENIOR HIGH SCHOOL-WEST CAMPUS,"LANGKIWA, BIÑAN CITY",LAGUNA,CITY OF BIÑAN,1st District,LANGKIWA,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,57,55,21,35,0,0,0,0,0,0,0,0,0,0,0,0,41,67,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,307901,JACOBO Z. GONZALES MEMORIAL NATIONAL HIGH SCHOOL,"ROMANA SUBD. SAN ANTONIO, BINAN CITY",LAGUNA,CITY OF BIÑAN,1st District,SAN ANTONIO,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,589,527,550,622,633,659,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,307909,BINAN SECONDARY SCHOOL OF APPLIED ACADEMICS (MAIN CAMPUS),"PRK.  3 STO.TOMAS, BINAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,365,336,335,457,437,442,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,307915,DELA PAZ NATIONAL HIGH SCHOOL (BINAN NATIONAL HIGH SCHOOL - ANNEX),ALMEDA SUBD.,LAGUNA,CITY OF BIÑAN,1st District,DE LA PAZ,Public,DepED Managed,Annex or Extension school(s),Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,131,119,140,179,171,155,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,307931,SAINT FRANCIS NATIONAL HIGH SCHOOL,TUKLAS ST.,LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,100,170,139,159,139,157,169,0,0,12,13,0,0,0,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,307932,MAMPLASAN NATIONAL HIGH SCHOOL,"PRK.  2, BRGY. MAMPLASAN",LAGUNA,CITY OF BIÑAN,1st District,MAMPALASAN,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,103,107,122,108,99,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,307934,SOUTHVILLE 5-A INTEGRATED NATIONAL HIGH SCHOOL,"SOUTHVILLE 5-A BRGY. LANGKIWA, BINAN CITY, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,LANGKIWA,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,361,236,216,343,335,336,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,342240,BIÑAN SENIOR HIGH SCHOOL TIMBAO CAMPUS,"LA SOLIDARIDAD ESTATES, TIMBAO BINAN CITY",LAGUNA,CITY OF BIÑAN,1st District,TIMBAO,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,70,0,0,0,0
Region IV-A,Binan City,Binan,342241,BIÑAN SENIOR HIGH SCHOOL STO. TOMAS CAMPUS,"TAGBILARAN ST. SOUTH CITY HOMES STO. TOMAS, BINAN CITY",LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,29,3,7,10,0,0,0,0,0,0,0,0,0,0,15,22,33,5,7,15
Region IV-A,Binan City,Binan,342242,BIÑAN CITY SENIOR HIGH SCHOOL-SAN ANTONIO CAMPUS,"PEDRO H. ESCUETA ST. SAN ANTONIO, CITY OF BIÑAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SAN ANTONIO,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,145,0,0,0,0
Region IV-A,Binan City,Binan,402170,NBL EDUCATION SYSTEMS,"MINDANAO DRIVE, STAGE V, MACARIA VILLAGE, SAN FRANCISCO, BIÑAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402173,SAINT MICHAEL'S COLLEGE OF LAGUNA,OLD NATIONAL RD. ,LAGUNA,CITY OF BIÑAN,1st District,PLATERO,Private,Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,17,25,97,96,0,0,0,0,0,0,0,0,0,0,26,32,11,11,99,62,4,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402186,"TRIMEX COLLEGES, INC.","TROJAN BLDG., POB., BIÑAN CITY, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,POB. ,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,43,39,30,27,0,0,0,0,49,18,0,0,0,0,15,31,48,34,44,38,0,0,0,0,40,22,0,0,0,0
Region IV-A,Binan City,Binan,402417,"ALPHA ANGELICUM ACADEMY, INCORPORATED",WESTPOINT ST. ,LAGUNA,CITY OF BIÑAN,1st District,SAN ANTONIO,Private,Non-Sectarian ,School with no Annexes,All Offering,17,8,23,14,25,16,14,18,21,8,12,20,15,20,0,0,16,8,19,14,25,11,17,10,0,0,0,1,0,0,6,2,0,0,0,0,1,0,0,0,2,1,2,0,3,0,9,1,0,0,0,0,4,0,0,0,0,0
Region IV-A,Binan City,Binan,402418,ANN ARBOR MONTESSORI LEARNING CENTER,"MICHIGAN COR. TEXAS ST. SOUTHVILLE, BIÑAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Sectarian ,School with no Annexes,ES and JHS,11,12,11,10,8,19,9,7,10,9,20,11,13,18,0,0,9,9,10,6,15,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402420,"BIÑAN ADVENTIST ELEMENTARY SCHOOL, BAES INC.","SAN VICENTE, BIÑAN CITY",LAGUNA,CITY OF BIÑAN,1st District,SAN VICENTE,Private,Non-Sectarian ,School with no Annexes,Purely ES,9,6,8,7,12,12,7,11,5,8,8,14,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402421,CARITAS DON BOSCO SCHOOL,LAGUNA TECHNOPARK,LAGUNA,CITY OF BIÑAN,1st District,BIÃ‘AN (POB. ),Private,Sectarian ,School with no Annexes,All Offering,17,23,23,43,39,46,54,41,44,39,52,45,67,48,0,0,52,66,75,55,71,63,75,56,0,0,0,0,2,9,27,25,0,0,0,0,0,0,0,0,0,0,0,0,3,7,44,19,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402422,NBL EDUCATION SYSTEM,"MINDANAO DRIVE, MACARIA VILLAGE",LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,8,8,9,8,10,18,12,8,14,11,11,8,14,0,0,17,9,16,26,19,13,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402423,COLEGIO SAN AGUSTIN - BIÑAN,"SOUTHWOODS INTERCHANGE, SAN FRANCISCO",LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Private,Sectarian ,School with no Annexes,All Offering,70,78,110,84,95,91,85,96,90,69,89,109,104,102,0,0,111,117,92,102,126,122,104,112,0,0,6,7,4,9,47,41,0,0,0,0,3,1,0,0,0,0,11,9,6,11,45,52,0,0,0,0,13,5,0,0,0,0
Region IV-A,Binan City,Binan,402426,FBC - BIÑAN CHRISTIAN SCHOOL,"BLK 7, LOT 14, ST. FRANCIS 5, CANLALAY, BIÑAN CITY, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,CANLALAY,Private,Sectarian ,School with no Annexes,Purely ES,4,1,4,2,2,4,5,2,1,1,7,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402428,HEAD STARTER WORKSHOP (MAIN),18 CELICA ST. MERCEDES HOMES III,LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Non-Sectarian ,Mother school,Purely ES,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402430,HOLY FAMILY OF NAZARETH SCHOOL,ST. ROSE VILLAGE II,LAGUNA,CITY OF BIÑAN,1st District,CASILE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,1,0,0,2,2,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402431,HOLY INFANT JESUS OF PRAGUE CATHOLIC SCHOOL,"ST. FRANCIS 7, SAN ANTONIO, BINAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SAN ANTONIO,Private,Non-Sectarian ,School with no Annexes,All Offering,2,2,2,2,2,2,2,6,3,5,3,2,5,10,0,0,1,0,1,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402432,HOLY SPIRIT SCHOOL-BIÑAN,MO. GIUSEPPINA ARCUCCI ST.,LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Sectarian ,School with no Annexes,All Offering,4,7,9,13,10,10,9,13,9,6,15,16,12,10,0,0,15,19,14,19,11,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402436,KID'S HAUS CHILD DEV'T CENTER,"BLK. 12, LOT 1, SOUTH CITY HOMES",LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Non-Sectarian ,School with no Annexes,Purely ES,20,18,18,14,15,19,14,22,13,23,17,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402437,KIDS POWER LEARNING CENTER,"BLK 9, LOT 4 PH.  I, ADELINA COMPLEX III, STO TOMAS, BINAN",LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Sectarian ,School with no Annexes,Purely ES,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402438,MARY'S CHILD LEARNING CENTER,"SAN FRANCISCO, BINAN CITY, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Private,Sectarian ,School with no Annexes,Purely ES,6,1,3,5,5,1,3,4,5,1,4,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402439,MONTESSORI CHILDREN'S WORKSHOP,B8 L9 WOODSIDE VILLAGE,LAGUNA,CITY OF BIÑAN,1st District,CANLALAY,Private,Non-Sectarian ,School with no Annexes,Purely ES,14,20,19,10,8,13,15,19,15,16,15,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402442,PABEMAZAR MARDI SCHOOL,"B12 LOTS 14 AND 15 OLIVAREZ HOMES SOUTH BINAN CITY, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Non-Sectarian ,School with no Annexes,Purely ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402444,"PANORAMA MONTESSORI SCHOOL, INC.",NATIONAL HIGHWAY CANLALAY BINAN LAGUNA,LAGUNA,CITY OF BIÑAN,1st District,CANLALAY,Private,Non-Sectarian ,School with no Annexes,All Offering,15,10,8,9,15,8,10,13,8,6,11,8,8,9,16,7,10,11,9,13,6,10,10,8,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402448,ST. CHARLES AUGUSTINE SCHOOL OF BIÑAN LAGUNA INC.,170 BRGY. TIMBAO,LAGUNA,CITY OF BIÑAN,1st District,TIMBAO,Private,Non-Sectarian ,Mother school,Purely ES,10,11,7,6,5,2,1,5,3,4,2,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402451,"ST. THERESE SCHOOL OF SOUTHVILLE, INC.(SAINT THERESE LEARNING CENTER)","BLK 1 LOT 23 WASHINGTON ST., TOWN AND COUNTRY, SOUTHVILLE, B",LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Non-Sectarian ,School with no Annexes,ES and JHS,20,27,22,15,30,22,25,18,18,18,21,14,20,20,0,0,12,21,19,16,13,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402452,ST. GABRIEL ARCHANGEL ACADEMY (MAIN),B22 MINNESOTA ST. SOUTHVILLE SUBD.,LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Non-Sectarian ,Mother school,ES and JHS,7,5,3,2,6,8,4,5,2,2,6,6,5,2,0,0,7,6,10,3,8,12,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402454,STA. CATALINA COLLEGE,STA. CATALINA,LAGUNA,CITY OF BIÑAN,1st District,SAN ANTONIO,Private,Sectarian ,School with no Annexes,All Offering,6,5,8,7,5,7,5,7,3,7,11,8,3,6,0,0,7,13,25,12,13,14,19,22,0,0,1,2,1,1,14,7,0,0,0,0,0,0,0,0,0,0,0,8,9,3,14,9,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402455,SOUTH CITY HOMES ACADEMY,B34 LOTS 11-13 TAGBILARAN ST.,LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Non-Sectarian ,School with no Annexes,All Offering,30,24,31,30,30,34,34,26,28,23,47,40,34,27,0,0,47,37,57,57,51,52,56,50,0,0,3,5,7,9,30,12,0,0,0,0,5,4,0,0,0,0,9,12,7,9,40,24,0,0,0,0,0,0,0,0,3,2
Region IV-A,Binan City,Binan,402456,SOUTH CITY HOMES CHRISTIAN SCHOOL,"BLK 40 L 15 & 17 DAPITAN ST., SOUTH CITY HOMES, BRGY. STO. TOMAS, CITY OF BINAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SANTO TOMAS (CALABUSO),Private,Sectarian ,School with no Annexes,Purely ES,4,2,2,5,6,4,6,4,4,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,402457,SOUTH HORIZON ACADEMY,"LAGRIMAS ST., ",LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Private,Non-Sectarian ,School with no Annexes,Purely ES,8,7,16,17,7,6,9,3,9,8,8,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,404944,"INTERNATIONAL ELECTRONICS AND TECHNICAL INSTITUTE (BIÑAN), INC.","CARIDAD MENDOZA BUSINESS CENTER, KM. 33 NATIONAL HIGHWAY, BIÑAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SANTO DOMINGO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,407448,CITI GLOBAL COLLEGE INC. - BIÑAN,"PN BLDG., A. BONIFACIO ST., CITY OF BIÑAN, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,BIÃ‘AN (POB. ),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,97,153,166,0,0,51,59,0,0,115,64,0,0,0,0,115,266,211,242,0,0,125,114,0,0,224,123,0,0,0,0
Region IV-A,Binan City,Binan,407724,DOFLI SCHOOL INC.,"55 SILANGAN ST. SAN FRANCISCO, BINAN CITY",LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Private,Sectarian ,School with no Annexes,Purely ES,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,407726,"ESCUELA DE GRACIA OF BIÑAN, INC.","P. BURGOS ST., ",LAGUNA,CITY OF BIÑAN,1st District,SANTO DOMINGO,Private,Non-Sectarian ,School with no Annexes,Purely ES,11,6,6,3,8,6,4,9,2,4,3,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Binan City,Binan,408162,SAINT FRANCIS OF ASSISI COLLEGE - BINAN,"PH.  3, JUANA COMPLEX, BRGY. SAN FRANCISCO, BIÑAN CITY, LAGUNA",LAGUNA,CITY OF BIÑAN,1st District,SAN FRANCISCO (HALANG),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
